Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
1,CC Sabathia*,27,2TM,2LG,6.7,17,10,.630,2.70,35,35,0,10,5,0,253.0,223,85,76,19,59,1,251,7,2,2,1023,156,2.91,1.115,7.9,0.7,2.1,8.9,4.25,CYA-5MVP-6,sabatc.01
1,CC Sabathia*,27,CLE,AL,1.9,6,8,.429,3.83,18,18,0,3,2,0,122.1,117,54,52,13,34,1,123,3,2,1,507,111,3.41,1.234,8.6,1.0,2.5,9.0,3.62,,sabatc.01
1,CC Sabathia*,27,MIL,NL,4.9,11,2,.846,1.65,17,17,0,7,3,0,130.2,106,31,24,6,25,0,128,4,0,1,516,255,2.44,1.003,7.3,0.4,1.7,8.8,5.12,,sabatc.01
2,Roy Halladay,31,TOR,AL,6.2,20,11,.645,2.78,34,33,0,9,2,0,246.0,220,88,76,18,39,3,206,12,0,4,987,152,3.03,1.053,8.0,0.7,1.4,7.5,5.28,ASCYA-2,hallaro01
3,Johan Santana*,29,NYM,NL,7.1,16,7,.696,2.53,34,34,0,3,2,0,234.1,206,74,66,23,63,5,206,4,2,9,964,166,3.51,1.148,7.9,0.9,2.4,7.9,3.27,CYA-3MVP-14,santajo02
4,Cole Hamels*,24,PHI,NL,4.3,14,10,.583,3.09,33,33,0,2,2,0,227.1,193,89,78,28,53,7,196,1,0,0,914,141,3.72,1.082,7.6,1.1,2.1,7.8,3.70,,hamelco01
5,Tim Lincecum,24,SFG,NL,7.8,18,5,.783,2.62,34,33,0,2,1,0,227.0,182,72,66,11,84,1,265,6,2,17,928,168,2.62,1.172,7.2,0.4,3.3,10.5,3.15,ASCYA-1MVP-23,linceti01
6,Brandon Webb,29,ARI,NL,5.6,22,7,.759,3.30,34,34,0,3,1,0,226.2,206,95,83,13,65,5,183,12,1,8,944,140,3.28,1.196,8.2,0.5,2.6,7.3,2.82,ASCYA-2MVP-17,webbbr01
7,Cliff Lee*,29,CLE,AL,6.8,22,3,.880,2.54,31,31,0,4,2,0,223.1,214,68,63,12,34,1,170,5,0,4,891,167,2.83,1.110,8.6,0.5,1.4,6.9,5.00,ASCYA-1MVP-12,leecl02
8,A.J. Burnett,31,TOR,AL,2.4,18,10,.643,4.07,35,34,1,1,0,0,221.1,211,109,100,19,86,2,231,9,2,11,957,104,3.45,1.342,8.6,0.8,3.5,9.4,2.69,,burnea.01
9,Ervin Santana,25,LAA,AL,5.1,16,7,.696,3.49,32,32,0,2,1,0,219.0,198,89,85,23,47,2,214,8,1,5,897,127,3.30,1.119,8.1,0.9,1.9,8.8,4.55,ASCYA-6,santaer01
10,Mark Buehrle*,29,CHW,AL,4.4,15,12,.556,3.79,34,34,0,1,0,0,218.2,240,106,92,22,52,4,140,5,0,4,918,121,3.94,1.335,9.9,0.9,2.1,5.8,2.69,,buehrma01
11,Matt Cain,23,SFG,NL,4.5,8,14,.364,3.76,34,34,0,1,1,0,217.2,206,95,91,19,91,9,186,7,2,7,933,117,3.91,1.364,8.5,0.8,3.8,7.7,2.04,,cainma01
12,Dan Haren,27,ARI,NL,6.1,16,8,.667,3.33,33,33,0,1,1,0,216.0,204,86,80,19,40,4,206,6,0,11,881,138,3.01,1.130,8.5,0.8,1.7,8.6,5.15,AS,harenda01
13,James Shields,26,TBR,AL,3.9,14,8,.636,3.56,33,33,0,3,2,0,215.0,208,94,85,24,40,0,160,12,0,6,877,124,3.82,1.153,8.7,1.0,1.7,6.7,4.00,,shielja02
14,Ricky Nolasco,25,FLA,NL,4.2,15,8,.652,3.52,34,32,0,1,1,0,212.1,192,88,83,28,42,6,186,6,3,1,868,124,3.77,1.102,8.1,1.2,1.8,7.9,4.43,,nolasri01
15,Aaron Cook,29,COL,NL,4.4,16,9,.640,3.96,32,32,0,2,1,0,211.1,236,102,93,13,48,2,96,4,0,6,886,118,3.76,1.344,10.1,0.6,2.0,4.1,2.00,AS,cookaa01
16,Derek Lowe,35,LAD,NL,4.5,14,11,.560,3.24,34,34,0,1,0,0,211.0,194,84,76,14,45,7,147,1,0,2,851,129,3.26,1.133,8.3,0.6,1.9,6.3,3.27,,lowede01
17,Jon Lester*,24,BOS,AL,6.1,16,6,.727,3.21,33,33,0,2,2,0,210.1,202,78,75,14,66,1,152,10,1,3,874,144,3.64,1.274,8.6,0.6,2.8,6.5,2.30,,lestejo01
18,Gil Meche,29,KCR,AL,4.9,14,11,.560,3.98,34,34,0,0,0,0,210.1,204,98,93,19,73,2,183,0,0,5,886,109,3.61,1.317,8.7,0.8,3.1,7.8,2.51,,mechegi01
19,Roy Oswalt,30,HOU,NL,3.9,17,10,.630,3.54,32,32,0,3,2,0,208.2,199,89,82,23,47,2,165,10,0,1,862,119,3.80,1.179,8.6,1.0,2.0,7.1,3.51,,oswalro01
20,Javier Vázquez,31,CHW,AL,3.1,12,16,.429,4.67,33,33,0,1,0,0,208.1,214,113,108,25,61,2,200,6,0,2,890,98,3.74,1.320,9.2,1.1,2.6,8.6,3.28,,vazquja01
21,Ryan Dempster,31,CHC,NL,6.9,17,6,.739,2.96,33,33,0,1,0,0,206.2,174,75,68,14,76,1,187,7,0,5,856,154,3.41,1.210,7.6,0.6,3.3,8.1,2.46,ASCYA-6,dempsry01
22,Gavin Floyd,25,CHW,AL,3.5,17,8,.680,3.84,33,33,0,1,0,0,206.1,190,107,88,30,70,6,145,9,0,9,878,119,4.77,1.260,8.3,1.3,3.1,6.3,2.07,,floydga01
23,Paul Maholm*,26,PIT,NL,4.0,9,9,.500,3.71,31,31,0,1,0,0,206.1,201,89,85,21,63,2,139,9,1,2,853,113,4.15,1.279,8.8,0.9,2.7,6.1,2.21,,maholpa01
24,Ted Lilly*,32,CHC,NL,4.0,17,9,.654,4.09,34,34,0,0,0,0,204.2,187,96,93,32,64,2,184,7,4,4,861,112,4.41,1.226,8.2,1.4,2.8,8.1,2.88,,lillyte01
25,Andy Pettitte*,36,NYY,AL,2.2,14,14,.500,4.54,33,33,0,0,0,0,204.0,233,112,103,19,55,4,158,7,1,6,881,97,3.71,1.412,10.3,0.8,2.4,7.0,2.87,,pettian01
26,Zack Greinke,24,KCR,AL,5.2,13,10,.565,3.47,32,32,0,1,0,0,202.1,202,87,78,21,56,1,183,4,1,8,851,125,3.56,1.275,9.0,0.9,2.5,8.1,3.27,,greinza01
27,Scott Olsen*,24,FLA,NL,1.6,8,11,.421,4.20,33,33,0,0,0,0,201.2,195,106,94,30,69,13,113,3,0,5,855,104,5.02,1.309,8.7,1.3,3.1,5.0,1.64,,olsensc01
28,Justin Verlander,25,DET,AL,1.8,11,17,.393,4.84,33,33,0,1,0,0,201.0,195,119,108,18,87,8,163,14,3,6,880,92,4.18,1.403,8.7,0.8,3.9,7.3,1.87,,verlaju01
29,Chad Billingsley,23,LAD,NL,4.8,16,10,.615,3.14,35,32,1,1,1,0,200.2,188,76,70,14,80,6,201,8,0,10,859,133,3.35,1.336,8.4,0.6,3.6,9.0,2.51,,billich01
30,Félix Hernández,22,SEA,AL,4.0,9,11,.450,3.45,31,31,0,2,0,0,200.2,198,85,77,17,80,7,175,8,1,8,857,123,3.80,1.385,8.9,0.8,3.6,7.8,2.19,,hernafe02
31,Mike Pelfrey,24,NYM,NL,3.3,13,11,.542,3.72,32,32,0,2,0,0,200.2,209,86,83,12,64,1,110,13,0,2,851,113,3.96,1.360,9.4,0.5,2.9,4.9,1.72,,pelfrmi01
32,Mike Mussina,39,NYY,AL,5.1,20,9,.690,3.37,34,34,0,0,0,0,200.1,214,85,75,17,31,3,150,8,0,4,819,131,3.32,1.223,9.6,0.8,1.4,6.7,4.84,CYA-6MVP-19GG,mussimi01
33,Bronson Arroyo,31,CIN,NL,1.5,15,11,.577,4.77,34,34,0,1,0,0,200.0,219,116,106,29,68,2,163,6,0,6,871,92,4.50,1.435,9.9,1.3,3.1,7.3,2.40,,arroybr01
34,Kyle Lohse,29,STL,NL,2.7,15,6,.714,3.78,33,33,0,0,0,0,200.0,211,88,84,18,49,3,119,3,0,5,839,112,3.89,1.300,9.5,0.8,2.2,5.4,2.43,,lohseky01
35,Braden Looper,33,STL,NL,1.3,12,14,.462,4.16,33,33,0,1,1,0,199.0,216,101,92,25,45,1,108,11,1,3,842,101,4.52,1.312,9.8,1.1,2.0,4.9,2.40,,loopebr01
36,Ubaldo Jiménez,24,COL,NL,3.8,12,12,.500,3.99,34,34,0,1,0,0,198.2,182,97,88,11,103,4,172,10,0,16,868,118,3.83,1.435,8.2,0.5,4.7,7.8,1.67,,jimenub01
37,Ben Sheets,29,MIL,NL,4.4,13,9,.591,3.09,31,31,0,5,3,0,198.1,181,74,68,17,47,2,158,1,0,8,812,137,3.38,1.150,8.2,0.8,2.1,7.2,3.36,AS,sheetbe01
38,Joe Saunders*,27,LAA,AL,4.7,17,7,.708,3.41,31,31,0,1,0,0,198.0,187,82,75,21,53,2,103,6,0,3,807,131,4.36,1.212,8.5,1.0,2.4,4.7,1.94,AS,saundjo01
39,Joe Blanton,27,2TM,2LG,0.3,9,12,.429,4.69,33,33,0,0,0,0,197.2,211,110,103,22,66,3,111,4,0,2,855,90,4.52,1.401,9.6,1.0,3.0,5.1,1.68,,blantjo01
39,Joe Blanton,27,OAK,AL,-0.2,5,12,.294,4.96,20,20,0,0,0,0,127.0,145,74,70,12,35,3,62,1,0,1,550,83,4.23,1.417,10.3,0.9,2.5,4.4,1.77,,blantjo01
39,Joe Blanton,27,PHI,NL,0.5,4,0,1.000,4.20,13,13,0,0,0,0,70.2,66,36,33,10,31,0,49,3,0,1,305,104,5.03,1.373,8.4,1.3,3.9,6.2,1.58,,blantjo01
40,Jon Garland,28,LAA,AL,0.8,14,8,.636,4.90,32,32,0,1,0,0,196.2,237,116,107,23,59,4,90,8,0,4,864,91,4.76,1.505,10.8,1.1,2.7,4.1,1.53,,garlajo01
41,Jamie Moyer*,45,PHI,NL,2.8,16,7,.696,3.71,33,33,0,0,0,0,196.1,199,85,81,20,62,4,123,11,0,3,841,117,4.32,1.329,9.1,0.9,2.8,5.6,1.98,,moyerja01
42,Edinson Vólquez,24,CIN,NL,4.8,17,6,.739,3.21,33,32,1,0,0,0,196.0,167,82,70,14,93,5,206,14,1,10,838,137,3.60,1.327,7.7,0.6,4.3,9.5,2.22,ASROY-4,volqued01
43,John Danks*,23,CHW,AL,6.4,12,9,.571,3.32,33,33,0,0,0,0,195.0,182,74,72,15,57,1,159,4,0,7,804,138,3.44,1.226,8.4,0.7,2.6,7.3,2.79,,danksjo01
44,Óliver Pérez*,26,NYM,NL,1.8,10,7,.588,4.22,34,34,0,0,0,0,194.0,167,100,91,24,105,4,180,11,1,9,847,100,4.68,1.402,7.7,1.1,4.9,8.4,1.71,,perezol01
45,Greg Maddux,42,2TM,NL,0.5,8,13,.381,4.22,33,33,0,0,0,0,194.0,204,105,91,21,30,5,98,6,2,2,804,92,4.09,1.206,9.5,1.0,1.4,4.5,3.27,GG,maddugr01
45,Greg Maddux,42,SDP,NL,0.6,6,9,.400,3.99,26,26,0,0,0,0,153.1,161,80,68,16,26,4,80,5,2,2,638,95,4.05,1.220,9.5,0.9,1.5,4.7,3.08,,maddugr01
45,Greg Maddux,42,LAD,NL,-0.1,2,4,.333,5.09,7,7,0,0,0,0,40.2,43,25,23,5,4,1,18,1,0,0,166,83,4.21,1.156,9.5,1.1,0.9,4.0,4.50,,maddugr01
46,Nick Blackburn,26,MIN,AL,2.3,11,11,.500,4.05,33,33,0,0,0,0,193.1,224,102,87,23,39,4,96,7,0,2,823,103,4.40,1.360,10.4,1.1,1.8,4.5,2.46,ROY-8,blackni01
47,Andy Sonnanstine,25,TBR,AL,1.4,13,9,.591,4.38,32,32,0,1,1,0,193.1,212,105,94,21,37,2,124,5,0,6,819,101,3.91,1.288,9.9,1.0,1.7,5.8,3.35,,sonnaan01
48,Todd Wellemeyer,29,STL,NL,2.4,13,9,.591,3.71,32,32,0,0,0,0,191.2,178,84,79,25,62,1,134,7,1,7,807,114,4.51,1.252,8.4,1.2,2.9,6.3,2.16,,welleto01
49,Jeremy Guthrie,29,BAL,AL,4.1,10,12,.455,3.63,30,30,0,1,0,0,190.2,176,82,77,24,58,2,120,7,0,3,796,122,4.53,1.227,8.3,1.1,2.7,5.7,2.07,,guthrje01
50,Greg Smith*,24,OAK,AL,2.0,7,16,.304,4.16,32,32,0,2,0,0,190.1,169,92,88,21,87,5,111,3,1,5,800,99,4.82,1.345,8.0,1.0,4.1,5.2,1.28,,smithgr02
51,Randy Wolf*,31,2TM,NL,1.0,12,12,.500,4.30,33,33,0,1,1,0,190.1,191,100,91,21,71,4,162,12,0,3,823,92,4.17,1.377,9.0,1.0,3.4,7.7,2.28,,wolfra02
51,Randy Wolf*,31,SDP,NL,-0.3,6,10,.375,4.74,21,21,0,0,0,0,119.2,123,69,63,14,47,0,105,8,0,2,522,80,4.28,1.421,9.3,1.1,3.5,7.9,2.23,,wolfra02
51,Randy Wolf*,31,HOU,NL,1.2,6,2,.750,3.57,12,12,0,1,1,0,70.2,68,31,28,7,24,4,57,4,0,1,301,119,4.00,1.302,8.7,0.9,3.1,7.3,2.38,,wolfra02
52,Brett Myers,27,PHI,NL,0.7,10,13,.435,4.55,30,30,0,2,1,0,190.0,197,103,96,29,65,6,163,6,0,2,817,96,4.52,1.379,9.3,1.4,3.1,7.7,2.51,,myersbr01
53,Carlos Zambrano,27,CHC,NL,4.2,14,6,.700,3.91,30,30,0,1,1,0,188.2,172,85,82,18,72,1,130,6,0,4,796,117,4.23,1.293,8.2,0.9,3.4,6.2,1.81,ASSS,zambrca01
54,Jair Jurrjens,22,ATL,NL,2.2,13,10,.565,3.68,31,31,0,0,0,0,188.1,188,87,77,11,70,9,139,4,0,3,813,113,3.59,1.370,9.0,0.5,3.3,6.6,1.99,ROY-3,jurrjja01
55,Dave Bush,28,MIL,NL,1.8,9,10,.474,4.18,31,29,0,0,0,0,185.0,163,92,86,29,48,3,109,10,1,2,763,101,4.93,1.141,7.9,1.4,2.3,5.3,2.27,,bushda01
56,Zach Duke*,25,PIT,NL,0.4,5,14,.263,4.82,31,31,0,1,1,0,185.0,230,111,99,19,47,1,87,7,2,2,829,87,4.40,1.497,11.2,0.9,2.3,4.2,1.85,,dukeza01
57,Matt Garza,24,TBR,AL,3.4,11,9,.550,3.70,30,30,0,3,2,0,184.2,170,83,76,19,59,2,128,6,2,3,772,119,4.14,1.240,8.3,0.9,2.9,6.2,2.17,,garzama01
58,Aaron Harang,30,CIN,NL,1.8,6,17,.261,4.78,30,29,0,1,1,0,184.1,205,104,98,35,50,5,153,2,0,2,793,92,4.79,1.383,10.0,1.7,2.4,7.5,3.06,,haranaa01
59,Randy Johnson*,44,ARI,NL,3.2,11,10,.524,3.91,30,30,0,2,0,0,184.0,184,92,80,24,44,6,173,6,1,2,778,118,3.76,1.239,9.0,1.2,2.2,8.5,3.93,,johnsra05
60,Edwin Jackson,24,TBR,AL,2.4,14,11,.560,4.42,32,31,0,0,0,0,183.1,199,91,90,23,77,1,108,2,1,7,792,100,4.88,1.505,9.8,1.1,3.8,5.3,1.40,,jacksed01
61,Hiroki Kuroda,33,LAD,NL,2.7,9,10,.474,3.73,31,31,0,2,2,0,183.1,181,85,76,13,42,8,116,7,0,5,776,112,3.59,1.216,8.9,0.6,2.1,5.7,2.76,,kurodhi01
62,Brian Bannister,27,KCR,AL,0.1,9,16,.360,5.76,32,32,0,1,0,0,182.2,215,127,117,29,58,1,113,7,1,7,811,75,5.03,1.495,10.6,1.4,2.9,5.6,1.95,,bannibr01
63,John Lannan*,23,WSN,NL,2.7,9,15,.375,3.91,31,31,0,0,0,0,182.0,172,89,79,23,72,1,117,7,2,6,779,110,4.79,1.341,8.5,1.1,3.6,5.8,1.63,,lannajo01
64,Tim Redding,30,WSN,NL,0.6,10,11,.476,4.95,33,33,0,1,0,0,182.0,195,110,100,27,65,5,120,7,0,10,791,87,4.93,1.429,9.6,1.3,3.2,5.9,1.85,,redditi01
65,Tim Wakefield,41,BOS,AL,2.8,10,11,.476,4.13,30,30,0,1,0,0,181.0,154,89,83,25,60,0,117,13,0,12,754,112,4.84,1.182,7.7,1.2,3.0,5.8,1.95,,wakefti01
66,Daniel Cabrera,27,BAL,AL,0.6,8,10,.444,5.25,30,30,0,2,0,0,180.0,199,109,105,24,90,5,95,18,2,15,821,85,5.61,1.606,10.0,1.2,4.5,4.8,1.06,,cabreda01
67,Barry Zito*,30,SFG,NL,-0.1,10,17,.370,5.15,32,32,0,0,0,0,180.0,186,115,103,16,102,10,120,4,0,3,818,85,4.72,1.600,9.3,0.8,5.1,6.0,1.18,,zitoba01
68,Paul Byrd,37,2TM,AL,1.4,11,12,.478,4.60,30,30,0,1,0,0,180.0,204,96,92,31,34,0,82,7,0,0,761,95,5.14,1.322,10.2,1.6,1.7,4.1,2.41,,byrdpa01
68,Paul Byrd,37,CLE,AL,0.8,7,10,.412,4.53,22,22,0,1,0,0,131.0,146,70,66,23,24,0,56,5,0,0,553,93,5.22,1.298,10.0,1.6,1.6,3.8,2.33,,byrdpa01
68,Paul Byrd,37,BOS,AL,0.6,4,2,.667,4.78,8,8,0,0,0,0,49.0,58,26,26,8,10,0,26,2,0,0,208,97,4.93,1.388,10.7,1.5,1.8,4.8,2.60,,byrdpa01
69,Liván Hernández,33,2TM,2LG,-1.2,13,11,.542,6.05,31,31,0,2,0,0,180.0,257,129,121,25,43,4,67,2,1,3,811,71,4.94,1.667,12.9,1.3,2.2,3.4,1.56,,hernali01
69,Liván Hernández,33,MIN,AL,-0.3,10,8,.556,5.48,23,23,0,2,0,0,139.2,199,93,85,18,29,3,54,1,1,2,627,77,4.68,1.632,12.8,1.2,1.9,3.5,1.86,,hernali01
69,Liván Hernández,33,COL,NL,-0.9,3,3,.500,8.03,8,8,0,0,0,0,40.1,58,36,36,7,14,1,13,1,0,1,184,59,5.86,1.785,12.9,1.6,3.1,2.9,0.93,,hernali01
70,Armando Galarraga,26,DET,AL,4.0,13,7,.650,3.73,30,28,0,0,0,0,178.2,152,83,74,28,61,2,126,6,0,6,746,119,4.88,1.192,7.7,1.4,3.1,6.3,2.07,ROY-4,galarar01
71,Jeff Suppan,33,MIL,NL,-0.5,10,10,.500,4.96,31,31,0,0,0,0,177.2,207,110,98,30,67,7,90,4,1,3,780,85,5.51,1.542,10.5,1.5,3.4,4.6,1.34,,suppaje01
72,Jered Weaver,25,LAA,AL,2.4,11,10,.524,4.33,30,30,0,0,0,0,176.2,173,88,85,20,54,4,152,6,0,3,745,103,3.90,1.285,8.8,1.0,2.8,7.7,2.81,,weaveje02
73,Jesse Litsch,23,TOR,AL,2.5,13,9,.591,3.58,29,28,0,2,2,0,176.0,178,79,70,20,39,2,99,8,0,4,735,118,4.29,1.233,9.1,1.0,2.0,5.1,2.54,,litscje01
74,Josh Beckett,28,BOS,AL,3.3,12,10,.545,4.03,27,27,0,1,0,0,174.1,173,80,78,18,34,1,172,9,0,5,725,115,3.24,1.187,8.9,0.9,1.8,8.9,5.06,,beckejo02
75,Johnny Cueto,22,CIN,NL,1.4,9,14,.391,4.81,31,31,0,0,0,0,174.0,178,101,93,29,68,1,158,14,1,6,769,91,4.90,1.414,9.2,1.5,3.5,8.2,2.32,,cuetojo01
76,Jake Peavy,27,SDP,NL,4.0,10,11,.476,2.85,27,27,0,1,0,0,173.2,146,57,55,17,59,1,166,5,0,6,709,133,3.60,1.180,7.6,0.9,3.1,8.6,2.81,,peavyja01
77,Kenny Rogers*,43,DET,AL,0.0,9,13,.409,5.70,30,30,0,0,0,0,173.2,212,118,110,22,71,3,82,9,1,4,782,78,5.22,1.630,11.0,1.1,3.7,4.2,1.15,,rogerke01
78,Scott Baker,26,MIN,AL,4.4,11,4,.733,3.45,28,28,0,0,0,0,172.1,161,66,66,20,42,2,141,3,0,6,703,122,3.79,1.178,8.4,1.0,2.2,7.4,3.36,,bakersc02
79,Vicente Padilla,30,TEX,AL,1.1,14,8,.636,4.74,29,29,0,1,1,0,171.0,185,100,90,26,65,4,127,15,3,12,757,94,5.03,1.462,9.7,1.4,3.4,6.7,1.95,,padilvi01
80,Kevin Millwood,33,TEX,AL,0.8,9,10,.474,5.07,29,29,0,3,0,0,168.2,220,104,95,18,49,3,125,6,1,2,767,88,4.02,1.595,11.7,1.0,2.6,6.7,2.55,,millwke01
81,Nate Robertson*,30,DET,AL,-0.9,7,11,.389,6.35,32,28,1,0,0,0,168.2,218,124,119,26,62,7,108,2,0,5,761,70,4.99,1.660,11.6,1.4,3.3,5.8,1.74,,roberna01
82,Dana Eveland*,24,OAK,AL,1.3,9,9,.500,4.34,29,29,0,1,0,0,168.0,172,82,81,10,77,2,118,12,1,6,737,95,4.09,1.482,9.2,0.5,4.1,6.3,1.53,,evelada01
83,Daisuke Matsuzaka,27,BOS,AL,5.4,18,3,.857,2.90,29,29,0,0,0,0,167.2,128,58,54,12,94,1,154,7,0,5,716,160,4.03,1.324,6.9,0.6,5.0,8.3,1.64,CYA-4,matsuda01
84,Jason Marquis,29,CHC,NL,2.4,11,9,.550,4.53,29,28,0,0,0,0,167.0,172,87,84,15,70,6,91,8,1,8,738,101,4.61,1.449,9.3,0.8,3.8,4.9,1.30,,marquja01
85,Brandon Backe,30,HOU,NL,-1.1,9,14,.391,6.05,31,31,0,0,0,0,166.2,202,114,112,36,77,2,127,4,0,2,756,70,5.87,1.674,10.9,1.9,4.2,6.9,1.65,,backebr01
86,Manny Parra*,25,MIL,NL,0.4,10,8,.556,4.39,32,29,0,0,0,0,166.0,181,91,81,18,75,1,147,2,2,17,741,96,4.16,1.542,9.8,1.0,4.1,8.0,1.96,,parrama01
87,Ian Snell,26,PIT,NL,-0.4,7,12,.368,5.42,31,31,0,0,0,0,164.1,201,107,99,18,89,0,135,2,1,8,766,77,4.57,1.765,11.0,1.0,4.9,7.4,1.52,,snellia01
88,John Lackey,29,LAA,AL,3.5,12,5,.706,3.75,24,24,0,3,0,0,163.1,161,71,68,26,40,1,130,10,0,5,675,119,4.53,1.231,8.9,1.4,2.2,7.2,3.25,,lackejo01
89,Kevin Slowey,24,MIN,AL,2.6,12,11,.522,3.99,27,27,0,3,2,0,160.1,161,74,71,22,24,1,123,4,0,1,653,105,3.91,1.154,9.0,1.2,1.3,6.9,5.13,,sloweke01
90,Odalis Pérez*,30,WSN,NL,1.4,7,12,.368,4.34,30,30,0,0,0,0,159.2,182,87,77,22,55,4,119,8,2,5,711,99,4.62,1.484,10.3,1.2,3.1,6.7,2.16,,perezod01
91,Jorge Campillo,29,ATL,NL,1.7,8,7,.533,3.91,39,25,3,1,0,0,158.2,158,74,69,18,38,2,107,1,0,2,655,107,4.00,1.235,9.0,1.0,2.2,6.1,2.82,,campijo01
92,Jonathan Sánchez*,25,SFG,NL,1.1,9,12,.429,5.01,29,29,0,0,0,0,158.0,154,90,88,14,75,1,157,7,0,7,695,88,3.85,1.449,8.8,0.8,4.3,8.9,2.09,,sanchjo01
93,Kyle Kendrick,23,PHI,NL,-1.6,11,9,.550,5.49,31,30,1,0,0,0,155.2,194,103,95,23,57,2,68,14,1,4,722,79,5.55,1.612,11.2,1.3,3.3,3.9,1.19,,kendrky01
94,Jarrod Washburn*,33,SEA,AL,0.4,5,14,.263,4.69,28,26,1,1,0,1,153.2,174,87,80,19,50,2,87,7,0,2,675,90,4.72,1.458,10.2,1.1,2.9,5.1,1.74,,washbja01
95,Carlos Silva,29,SEA,AL,-1.9,4,15,.211,6.46,28,28,0,1,0,0,153.1,213,114,110,20,32,2,69,4,0,1,689,66,4.63,1.598,12.5,1.2,1.9,4.1,2.16,,silvaca01
96,Scott Kazmir*,24,TBR,AL,3.9,12,8,.600,3.49,27,27,0,0,0,0,152.1,123,61,59,23,70,2,166,4,0,5,641,127,4.37,1.267,7.3,1.4,4.1,9.8,2.37,AS,kazmisc01
97,Scott Feldman,25,TEX,AL,-0.3,6,8,.429,5.29,28,25,2,0,0,0,151.1,161,103,89,22,56,2,74,10,2,4,651,84,5.35,1.434,9.6,1.3,3.3,4.4,1.32,,feldmsc01
98,Shaun Marcum,26,TOR,AL,3.0,9,7,.563,3.39,25,25,0,0,0,0,151.1,126,60,57,21,50,2,123,8,0,3,630,125,4.46,1.163,7.5,1.2,3.0,7.3,2.46,,marcush01
99,Glen Perkins*,25,MIN,AL,1.3,12,4,.750,4.41,26,26,0,0,0,0,151.0,183,81,74,25,39,0,74,3,1,2,661,95,5.14,1.470,10.9,1.5,2.3,4.4,1.90,,perkigl01
100,Brian Moehler,36,HOU,NL,1.2,11,8,.579,4.56,31,26,0,0,0,0,150.0,166,79,76,20,36,1,82,4,0,3,650,93,4.57,1.347,10.0,1.2,2.2,4.9,2.28,,moehlbr01
101,Joel Piñeiro,29,STL,NL,-0.5,7,7,.500,5.15,26,25,1,0,0,1,148.2,180,89,85,22,35,0,81,2,0,1,645,82,4.71,1.446,10.9,1.3,2.1,4.9,2.31,,pineijo01
102,Rich Harden,26,2TM,2LG,5.9,10,2,.833,2.07,25,25,0,0,0,0,148.0,96,38,34,11,61,2,181,3,0,3,595,210,2.95,1.061,5.8,0.7,3.7,11.0,2.97,,harderi01
102,Rich Harden,26,OAK,AL,2.5,5,1,.833,2.34,13,13,0,0,0,0,77.0,57,21,20,5,31,1,92,1,0,1,311,176,2.83,1.143,6.7,0.6,3.6,10.8,2.97,,harderi01
102,Rich Harden,26,CHC,NL,3.4,5,1,.833,1.77,12,12,0,0,0,0,71.0,39,17,14,6,30,1,89,2,0,2,284,258,3.08,0.972,4.9,0.8,3.8,11.3,2.97,,harderi01
103,Doug Davis*,32,ARI,NL,2.3,6,8,.429,4.32,26,26,0,0,0,0,146.0,160,76,70,13,64,4,112,4,0,7,650,107,4.15,1.534,9.9,0.8,3.9,6.9,1.75,,davisdo02
104,Jeff Francis*,27,COL,NL,1.5,4,10,.286,5.01,24,24,0,0,0,0,143.2,164,84,80,21,49,4,94,3,0,0,636,94,4.81,1.483,10.3,1.3,3.1,5.9,1.92,,francje01
105,Tim Hudson,32,ATL,NL,3.0,11,7,.611,3.17,23,22,0,1,1,0,142.0,125,53,50,11,40,5,85,2,1,3,573,132,3.83,1.162,7.9,0.7,2.5,5.4,2.13,,hudsoti01
106,Justin Duchscherer,30,OAK,AL,3.9,10,8,.556,2.54,22,22,0,1,1,0,141.2,107,45,40,11,34,2,95,8,0,1,557,162,3.69,0.995,6.8,0.7,2.2,6.0,2.79,AS,duchsju01
107,Cha-Seung Baek,28,2TM,2LG,0.0,6,10,.375,4.79,32,21,2,0,0,0,141.0,146,78,75,18,43,3,92,3,0,4,602,81,4.47,1.340,9.3,1.1,2.7,5.9,2.14,,baekch01
107,Cha-Seung Baek,28,SEA,AL,0.0,0,1,.000,5.40,10,1,2,0,0,0,30.0,28,18,18,6,13,1,15,0,0,1,127,79,6.03,1.367,8.4,1.8,3.9,4.5,1.15,,baekch01
107,Cha-Seung Baek,28,SDP,NL,0.0,6,9,.400,4.62,22,20,0,0,0,0,111.0,118,60,57,12,30,2,77,3,0,3,475,82,4.04,1.333,9.6,1.0,2.4,6.2,2.57,,baekch01
108,John Maine,27,NYM,NL,1.4,10,8,.556,4.18,25,25,0,0,0,0,140.0,122,70,65,16,67,2,122,4,0,10,608,101,4.40,1.350,7.8,1.0,4.3,7.8,1.82,,mainejo01
109,Jason Bergmann,26,WSN,NL,-0.5,2,11,.154,5.09,30,22,1,1,0,0,139.2,153,94,79,25,47,2,96,1,0,2,614,85,5.12,1.432,9.9,1.6,3.0,6.2,2.04,,bergmja01
